title,MAL_id,type,studio,release-season,release-year,realase-date,source-material,episodes,score,members
Kinnikuman,3272,TV (Continuing),Toei Animation,spring,1985.0,1983-04-03 00:00:00,Manga,137.0,7.21,8788.0
Ninja Hattori-kun,4936,TV (Continuing),Shin-Ei Animation,spring,1985.0,1981-09-28 00:00:00,Manga,694.0,6.83,7120.0
Sazae-san,2406,TV (Continuing),Eiken,spring,1985.0,1969-10-05 18:30:00,4-koma manga,0.0,6.1,5762.0
Attacker You!,3081,TV (Continuing),Shaft,spring,1985.0,1984-04-13 00:00:00,Manga,58.0,6.57,5532.0
Sei Juushi Bismarck,2361,TV (Continuing),Studio Pierrot,spring,1985.0,1984-10-07 00:00:00,Original,51.0,7.22,4537.0
Mahou no Yousei Persia,2039,TV (Continuing),Studio Pierrot,spring,1985.0,1984-07-06 00:00:00,Original,48.0,6.6,2253.0
Manga Nippon Mukashibanashi (1976),6277,TV (Continuing),Group TAC,spring,1985.0,1976-01-07 00:00:00,-,1471.0,5.99,1121.0
Futari Daka,3808,TV (Continuing),Kokusai Eigasha,spring,1985.0,1984-09-20 00:00:00,Manga,36.0,5.97,710.0
Ashita Tenki ni Naare,3131,TV (Continuing),Tsuchida Productions,spring,1985.0,1984-10-06 00:00:00,Manga,47.0,6.1,631.0
Dotanba no Manners,20077,TV (Continuing),Eiken,spring,1985.0,1984-10-03 00:00:00,-,283.0,0.0,280.0
Mahou no Tenshi Creamy Mami: Long Goodbye,2046,OVA,Studio Pierrot,spring,1985.0,1985-06-15 00:00:00,-,1.0,6.31,1013.0
Lunn wa Kaze no Naka,14247,OVA,Tezuka Productions,spring,1985.0,1985-04-13 00:00:00,Manga,1.0,6.0,1001.0
"Soukou Kihei Votoms Vol.I: Stories of the ""A.T.Votoms""",12439,OVA,Sunrise,spring,1985.0,1985-06-21 00:00:00,Original,1.0,6.38,678.0
Penguin's Memory: Shiawase Monogatari,16434,Movie,Animation Staff Room,spring,1985.0,1985-06-22 00:00:00,-,1.0,7.07,2728.0
Sengoku Majin Goushougun: Toki no Etranger,2511,Movie,Production Reed,spring,1985.0,1985-04-27 00:00:00,-,1.0,6.69,2398.0
Dallos Special,10313,Movie,Studio Pierrot,spring,1985.0,1985-05-08 00:00:00,Original,1.0,5.47,713.0
Dirty Pair,424,TV (New),Sunrise,summer,1985.0,1985-07-15 00:00:00,Light novel,24.0,7.18,22359.0
Mahou no Star Magical Emi,2038,TV (New),Studio Pierrot,summer,1985.0,1985-06-07 00:00:00,Original,38.0,6.67,3632.0
Hokuto no Ken,967,TV (Continuing),Toei Animation,summer,1985.0,1984-10-04 19:00:00,Manga,109.0,7.98,101893.0
Captain Tsubasa,2116,TV (Continuing),Tsuchida Productions,summer,1985.0,1983-10-13 00:00:00,Manga,128.0,7.3,67893.0
Urusei Yatsura,1293,TV (Continuing),"Studio Deen, Studio Pierrot",summer,1985.0,1981-10-14 19:30:00,Manga,195.0,7.69,59467.0
Mobile Suit Zeta Gundam,85,TV (Continuing),Sunrise,summer,1985.0,1985-03-02 00:00:00,Original,50.0,7.92,55136.0
Touch,1065,TV (Continuing),"Gallop, Group TAC, Studio Junio",summer,1985.0,1985-03-24 19:00:00,Manga,101.0,8.02,27856.0
Shoukoujo Sara,2547,TV (Continuing),Nippon Animation,summer,1985.0,1985-01-06 19:30:00,Novel,46.0,7.68,15825.0
Lupin III: Part III,1426,TV (Continuing),Tokyo Movie Shinsha,summer,1985.0,1984-03-03 00:00:00,Manga,50.0,7.32,15568.0
Dr. Slump: Arale-chan,2222,TV (Continuing),Toei Animation,summer,1985.0,1981-04-08 19:00:00,Manga,243.0,7.15,11638.0
Kinnikuman,3272,TV (Continuing),Toei Animation,summer,1985.0,1983-04-03 00:00:00,Manga,137.0,7.21,8788.0
Ninja Hattori-kun,4936,TV (Continuing),Shin-Ei Animation,summer,1985.0,1981-09-28 00:00:00,Manga,694.0,6.83,7120.0
Sazae-san,2406,TV (Continuing),Eiken,summer,1985.0,1969-10-05 18:30:00,4-koma manga,0.0,6.1,5767.0
Sei Juushi Bismarck,2361,TV (Continuing),Studio Pierrot,summer,1985.0,1984-10-07 00:00:00,Original,51.0,7.22,4537.0
Choujuu Kishin Dancougar,2255,TV (Continuing),Production Reed,summer,1985.0,1985-04-05 00:00:00,Original,38.0,6.64,3932.0
Honoo no Alpenrose: Judy & Randy,3807,TV (Continuing),Tatsunoko Production,summer,1985.0,1985-04-08 00:00:00,Manga,20.0,6.78,2507.0
Musashi no Ken,4062,TV (Continuing),Eiken,summer,1985.0,1985-04-18 00:00:00,Manga,72.0,7.13,1966.0
Manga Nippon Mukashibanashi (1976),6277,TV (Continuing),Group TAC,summer,1985.0,1976-01-07 00:00:00,-,1471.0,5.99,1121.0
Haai Step Jun,3022,TV (Continuing),Toei Animation,summer,1985.0,1985-03-10 08:30:00,Manga,45.0,6.34,866.0
Ashita Tenki ni Naare,3131,TV (Continuing),Tsuchida Productions,summer,1985.0,1984-10-06 00:00:00,Manga,47.0,6.1,631.0
Dotanba no Manners,20077,TV (Continuing),Eiken,summer,1985.0,1984-10-03 00:00:00,-,283.0,0.0,280.0
Urusei Yatsura OVA,1919,OVA,"Madhouse, Magic Bus, Studio Deen",summer,1985.0,1985-09-24 00:00:00,Manga,11.0,7.38,4901.0
Soukou Kihei Votoms: The Last Red Shoulder,2583,OVA,Sunrise,summer,1985.0,1985-08-21 00:00:00,Original,1.0,7.16,3300.0
The Chocolate Panic Picture Show,5622,OVA,Gainax,summer,1985.0,1985-09-21 00:00:00,Manga,1.0,4.45,2700.0
Cosmo Police Justy,2056,OVA,Studio Pierrot,summer,1985.0,1985-07-20 00:00:00,Manga,1.0,5.47,2031.0
Mujigen Hunter Fandora,5907,OVA,Kaname Productions,summer,1985.0,1985-09-21 00:00:00,-,3.0,5.57,1944.0
Mahou no Princess Minky Momo: Yume no Naka no Rondo,2272,OVA,Production Reed,summer,1985.0,1985-07-28 00:00:00,-,1.0,6.5,1591.0
"Genesis Climber Mospeada: Love, Live, Alive",3671,OVA,          -,summer,1985.0,1985-09-01 00:00:00,-,1.0,6.12,1315.0
"Soukou Kihei Votoms Vol.II: Highlights from the ""A.T.Votoms""",12441,OVA,Sunrise,summer,1985.0,1985-07-20 00:00:00,Original,1.0,6.17,618.0
Ginga Hyouryuu Vifam: Keito no Kioku - Namida no Dakkai Sakusen,9390,OVA,Sunrise,summer,1985.0,1985-09-25 00:00:00,Original,1.0,6.34,493.0
Lupin III: Babylon no Ougon Densetsu,1433,Movie,Tokyo Movie Shinsha,summer,1985.0,1985-07-13 00:00:00,Manga,1.0,6.56,6486.0
Captain Tsubasa: Europe Daikessen,2118,Movie,          -,summer,1985.0,1985-07-13 00:00:00,-,1.0,6.88,4966.0
Odin: Koushi Hansen Starlight,1287,Movie,"Studio World, Toei Animation",summer,1985.0,1985-08-10 00:00:00,Original,1.0,5.21,2700.0
Onboro Film,2550,Movie,Tezuka Productions,summer,1985.0,1985-08-17 00:00:00,-,1.0,6.39,2353.0
Mahou no Princess Minky Momo vs. Mahou no Tenshi Creamy Mami,8972,Movie,Studio Pierrot,summer,1985.0,1985-08-03 00:00:00,Original,1.0,5.88,1288.0
Area 88 Movie,33232,Movie,          -,summer,1985.0,1985-07-20 00:00:00,Manga,1.0,6.44,1228.0
Dr. Slump Movie 05: Arale-chan Hoyoyo! Yume no Miyako Mechapolis,8547,Movie,Toei Animation,summer,1985.0,1985-07-13 00:00:00,Manga,1.0,6.1,1110.0
Micro Teukgongdae Diatron 5,11357,Movie,          -,summer,1985.0,1985-07-20 00:00:00,-,1.0,4.74,797.0
Kinnikuman: Gyakushuu! Uchuu Kakure Choujin,3276,Movie,Toei Animation,summer,1985.0,1985-07-13 00:00:00,Manga,1.0,6.14,651.0
Roboteuwang Sseonsyakeu,14781,Movie,          -,summer,1985.0,1985-07-20 00:00:00,-,1.0,0.0,300.0
Dokgotak Dasi Chajeun Maundeu,18327,Movie,          -,summer,1985.0,1985-08-13 00:00:00,-,1.0,0.0,212.0
Akuma Tou no Prince: Mitsume ga Tooru,19773,Special,Toei Animation,summer,1985.0,1985-08-25 00:00:00,-,1.0,5.77,535.0
Ginga Hyouryuu Vifam: Chicago Super Police 13,14067,Special,          -,summer,1985.0,1985-09-25 00:00:00,Original,1.0,0.0,324.0
Aoki Ryuusei SPT Layzner,3079,TV (New),Sunrise,fall,1985.0,1985-10-03 17:30:00,Original,38.0,6.95,5051.0
Ninja Senshi Tobikage,3059,TV (New),Studio Pierrot,fall,1985.0,1985-10-06 00:00:00,Original,43.0,6.97,3504.0
High School! Kimengumi,714,TV (New),          -,fall,1985.0,1985-10-20 00:00:00,Manga,86.0,7.26,2870.0
Gegege no Kitarou (1985),7307,TV (New),Toei Animation,fall,1985.0,1985-10-12 00:00:00,Manga,108.0,6.56,1816.0
Shouwa Ahozoushi Akanuke Ichiban!,17211,TV (New),Tatsunoko Production,fall,1985.0,1985-10-07 00:00:00,Manga,22.0,0.0,729.0
Hokuto no Ken,967,TV (Continuing),Toei Animation,fall,1985.0,1984-10-04 19:00:00,Manga,109.0,7.98,101893.0
Captain Tsubasa,2116,TV (Continuing),Tsuchida Productions,fall,1985.0,1983-10-13 00:00:00,Manga,128.0,7.3,67893.0
Urusei Yatsura,1293,TV (Continuing),"Studio Deen, Studio Pierrot",fall,1985.0,1981-10-14 19:30:00,Manga,195.0,7.69,59467.0
Mobile Suit Zeta Gundam,85,TV (Continuing),Sunrise,fall,1985.0,1985-03-02 00:00:00,Original,50.0,7.92,55136.0
Touch,1065,TV (Continuing),"Gallop, Group TAC, Studio Junio",fall,1985.0,1985-03-24 19:00:00,Manga,101.0,8.02,27856.0
Dirty Pair,424,TV (Continuing),Sunrise,fall,1985.0,1985-07-15 00:00:00,Light novel,24.0,7.18,22359.0
Shoukoujo Sara,2547,TV (Continuing),Nippon Animation,fall,1985.0,1985-01-06 19:30:00,Novel,46.0,7.68,15825.0
Lupin III: Part III,1426,TV (Continuing),Tokyo Movie Shinsha,fall,1985.0,1984-03-03 00:00:00,Manga,50.0,7.32,15568.0
Dr. Slump: Arale-chan,2222,TV (Continuing),Toei Animation,fall,1985.0,1981-04-08 19:00:00,Manga,243.0,7.15,11638.0
Kinnikuman,3272,TV (Continuing),Toei Animation,fall,1985.0,1983-04-03 00:00:00,Manga,137.0,7.21,8788.0
Ninja Hattori-kun,4936,TV (Continuing),Shin-Ei Animation,fall,1985.0,1981-09-28 00:00:00,Manga,694.0,6.83,7120.0
Sazae-san,2406,TV (Continuing),Eiken,fall,1985.0,1969-10-05 18:30:00,4-koma manga,0.0,6.1,5762.0
Choujuu Kishin Dancougar,2255,TV (Continuing),Production Reed,fall,1985.0,1985-04-05 00:00:00,Original,38.0,6.64,3932.0
Mahou no Star Magical Emi,2038,TV (Continuing),Studio Pierrot,fall,1985.0,1985-06-07 00:00:00,Original,38.0,6.67,3632.0
Honoo no Alpenrose: Judy & Randy,3807,TV (Continuing),Tatsunoko Production,fall,1985.0,1985-04-08 00:00:00,Manga,20.0,6.78,2507.0
Musashi no Ken,4062,TV (Continuing),Eiken,fall,1985.0,1985-04-18 00:00:00,Manga,72.0,7.13,1966.0
Manga Nippon Mukashibanashi (1976),6277,TV (Continuing),Group TAC,fall,1985.0,1976-01-07 00:00:00,-,1471.0,5.99,1121.0
Haai Step Jun,3022,TV (Continuing),Toei Animation,fall,1985.0,1985-03-10 08:30:00,Manga,45.0,6.34,866.0
Dotanba no Manners,20077,TV (Continuing),Eiken,fall,1985.0,1984-10-03 00:00:00,-,283.0,0.0,280.0
Tenshi no Tamago,885,OVA,Studio Deen,fall,1985.0,1985-12-22 00:00:00,Original,1.0,7.69,95684.0
Tatakae!! Iczer-1,2291,OVA,AIC,fall,1985.0,1985-10-19 00:00:00,Manga,3.0,6.06,6380.0
Dream Hunter Rem,4003,OVA,Anime R,fall,1985.0,1985-12-15 00:00:00,Original,4.0,6.13,5303.0
Fire Tripper,2973,OVA,Studio Pierrot,fall,1985.0,1985-12-16 00:00:00,Manga,1.0,6.6,3947.0
Dirty Pair no Ooshoubu: Nolandia no Nazo,1794,OVA,Sunrise,fall,1985.0,1985-12-20 00:00:00,Light novel,1.0,6.39,3823.0
Kimagure Orange☆Road: Shounen Jump Special,3394,OVA,Studio Pierrot,fall,1985.0,1985-11-23 00:00:00,Manga,1.0,6.6,3471.0
Twinkle Nora Rock Me!,9342,OVA,          -,fall,1985.0,1985-11-21 00:00:00,Manga,1.0,3.08,2982.0
Love Position: Halley Densetsu,5878,OVA,          -,fall,1985.0,1985-12-16 00:00:00,-,1.0,5.67,961.0
Bavi Stock,10105,OVA,Kaname Productions,fall,1985.0,1985-12-10 00:00:00,Novel,2.0,5.02,911.0
What's Michael?,12005,OVA,          -,fall,1985.0,1985-11-25 00:00:00,Manga,1.0,5.79,823.0
Chuuhai Lemon: Love 30s - Ame ni Nurete mo,9998,OVA,          -,fall,1985.0,1985-10-21 00:00:00,-,1.0,0.0,297.0
Vampire Hunter D,732,Movie,Production Reed,fall,1985.0,1985-12-21 00:00:00,Light novel,1.0,7.07,65968.0
Captain Tsubasa: Ayaushi! Zen Nihon Jr.,2119,Movie,          -,fall,1985.0,1985-12-21 00:00:00,-,1.0,6.73,4163.0
Yousei Florence,4943,Movie,-,fall,1985.0,1985-10-26 00:00:00,Original,1.0,6.51,1713.0
Gegege no Kitarou (1985 Movie),8152,Movie,Toei Animation,fall,1985.0,1985-12-21 00:00:00,-,1.0,6.06,782.0
Kinnikuman: Haresugata! Seigi Choujin,3277,Movie,Toei Animation,fall,1985.0,1985-12-21 00:00:00,-,1.0,5.97,593.0
Yukiguni no Oujisama,23345,Movie,Toei Animation,fall,1985.0,1985-12-21 00:00:00,-,1.0,0.0,253.0
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Jump Festa Special,3546,Special,Tatsunoko Production,fall,1985.0,1985-11-23 00:00:00,Manga,1.0,6.67,873.0
Dragon Ball,223,TV (New),Toei Animation,winter,1986.0,1986-02-26 19:00:00,Manga,153.0,7.98,768651.0
Ai Shoujo Pollyanna Story,2554,TV (New),Nippon Animation,winter,1986.0,1986-01-05 19:30:00,Novel,51.0,6.94,4376.0
Maple Town Monogatari,2223,TV (New),Toei Animation,winter,1986.0,1986-01-19 08:30:00,-,52.0,6.79,2021.0
Uchuusen Sagittarius,3317,TV (New),Nippon Animation,winter,1986.0,1986-01-10 19:30:00,Picture book,77.0,6.73,993.0
Hokuto no Ken,967,TV (Continuing),Toei Animation,winter,1986.0,1984-10-04 19:00:00,Manga,109.0,7.98,101893.0
Captain Tsubasa,2116,TV (Continuing),Tsuchida Productions,winter,1986.0,1983-10-13 00:00:00,Manga,128.0,7.3,67893.0
Urusei Yatsura,1293,TV (Continuing),"Studio Deen, Studio Pierrot",winter,1986.0,1981-10-14 19:30:00,Manga,195.0,7.69,59467.0
Mobile Suit Zeta Gundam,85,TV (Continuing),Sunrise,winter,1986.0,1985-03-02 00:00:00,Original,50.0,7.92,55136.0
Touch,1065,TV (Continuing),"Gallop, Group TAC, Studio Junio",winter,1986.0,1985-03-24 19:00:00,Manga,101.0,8.02,27856.0
Dr. Slump: Arale-chan,2222,TV (Continuing),Toei Animation,winter,1986.0,1981-04-08 19:00:00,Manga,243.0,7.15,11638.0
Kinnikuman,3272,TV (Continuing),Toei Animation,winter,1986.0,1983-04-03 00:00:00,Manga,137.0,7.21,8788.0
Ninja Hattori-kun,4936,TV (Continuing),Shin-Ei Animation,winter,1986.0,1981-09-28 00:00:00,Manga,694.0,6.83,7120.0
Sazae-san,2406,TV (Continuing),Eiken,winter,1986.0,1969-10-05 18:30:00,4-koma manga,0.0,6.1,5762.0
Aoki Ryuusei SPT Layzner,3079,TV (Continuing),Sunrise,winter,1986.0,1985-10-03 17:30:00,Original,38.0,6.95,5051.0
Mahou no Star Magical Emi,2038,TV (Continuing),Studio Pierrot,winter,1986.0,1985-06-07 00:00:00,Original,38.0,6.67,3632.0
Ninja Senshi Tobikage,3059,TV (Continuing),Studio Pierrot,winter,1986.0,1985-10-06 00:00:00,Original,43.0,6.97,3504.0
High School! Kimengumi,714,TV (Continuing),          -,winter,1986.0,1985-10-20 00:00:00,Manga,86.0,7.26,2870.0
Honoo no Alpenrose: Judy & Randy,3807,TV (Continuing),Tatsunoko Production,winter,1986.0,1985-04-08 00:00:00,Manga,20.0,6.78,2507.0
Musashi no Ken,4062,TV (Continuing),Eiken,winter,1986.0,1985-04-18 00:00:00,Manga,72.0,7.13,1966.0
Gegege no Kitarou (1985),7307,TV (Continuing),Toei Animation,winter,1986.0,1985-10-12 00:00:00,Manga,108.0,6.56,1816.0
Manga Nippon Mukashibanashi (1976),6277,TV (Continuing),Group TAC,winter,1986.0,1976-01-07 00:00:00,-,1471.0,5.99,1121.0
Shouwa Ahozoushi Akanuke Ichiban!,17211,TV (Continuing),Tatsunoko Production,winter,1986.0,1985-10-07 00:00:00,Manga,22.0,0.0,729.0
Dotanba no Manners,20077,TV (Continuing),Eiken,winter,1986.0,1984-10-03 00:00:00,-,283.0,0.0,280.0
Kenritsu Chikyuu Boueigun,2422,OVA,Gallop,winter,1986.0,1986-03-21 00:00:00,Manga,1.0,6.15,2279.0
The Humanoid: Ai no Wakusei Lezeria,2974,OVA,Kaname Productions,winter,1986.0,1986-03-05 00:00:00,-,1.0,4.81,1881.0
Adesugata Mahou no Sannin Musume,5246,OVA,Studio Pierrot,winter,1986.0,1986-03-28 00:00:00,Original,1.0,5.33,1078.0
Cool Cool Bye,9356,OVA,Studio Bogey,winter,1986.0,1986-01-21 00:00:00,Original,1.0,5.0,1021.0
Kikou Kai Galient OVA,10751,OVA,Sunrise,winter,1986.0,1986-01-26 00:00:00,-,3.0,5.97,787.0
Soukou Kihei Votoms Recaps,12337,OVA,Sunrise,winter,1986.0,1986-02-21 00:00:00,Original,4.0,6.15,745.0
Okubyou na Venus,9826,OVA,Toei Animation,winter,1986.0,1986-03-21 00:00:00,-,1.0,5.52,644.0
Karuizawa Syndrome,6366,OVA,Kitty Films,winter,1986.0,1986-03-21 00:00:00,Manga,1.0,5.66,627.0
Honoo no Alpenrose,11101,OVA,Tatsunoko Production,winter,1986.0,1986-02-15 00:00:00,Manga,2.0,6.08,610.0
Geba Geba Shou Time!,21525,OVA,          -,winter,1986.0,1986-03-21 00:00:00,-,1.0,0.0,229.0
Butten Monogatari,34925,OVA,          -,winter,1986.0,1986-03-01 00:00:00,Other,10.0,0.0,150.0
Hokuto no Ken Movie,1358,Movie,Toei Animation,winter,1986.0,1986-03-08 00:00:00,Manga,1.0,7.2,17312.0
Urusei Yatsura Movie 4: Lum The Forever,1923,Movie,Studio Deen,winter,1986.0,1986-02-22 00:00:00,Manga,1.0,6.78,5171.0
Arion,791,Movie,Sunrise,winter,1986.0,1986-03-15 00:00:00,Manga,1.0,6.12,4918.0
Captain Tsubasa: Asu ni Mukatte Hashire!,2120,Movie,          -,winter,1986.0,1986-03-15 00:00:00,-,1.0,6.69,4036.0
Gegege no Kitarou: Youkai Daisensou,8153,Movie,Toei Animation,winter,1986.0,1986-03-15 00:00:00,-,1.0,6.11,643.0
Kinnikuman: New York Kiki Ippatsu!,3278,Movie,Toei Animation,winter,1986.0,1986-03-15 00:00:00,-,1.0,6.17,622.0
Seito Shokun! Kokoro ni Midori no Neckerchief wo,17835,Special,          -,winter,1986.0,1986-02-23 00:00:00,Manga,1.0,0.0,326.0
Maison Ikkoku,1453,TV (New),Studio Deen,spring,1986.0,1986-03-26 19:30:00,Manga,96.0,8.19,52561.0
Mobile Suit Gundam ZZ,86,TV (New),Sunrise,spring,1986.0,1986-03-01 17:30:00,Original,47.0,6.66,31465.0
Ginga Nagareboshi Gin,589,TV (New),Toei Animation,spring,1986.0,1986-04-07 00:00:00,Manga,21.0,8.04,21672.0
Hikari no Densetsu,2224,TV (New),Tatsunoko Production,spring,1986.0,1986-05-03 00:00:00,Manga,19.0,6.57,4016.0
Seishun Anime Zenshuu,4723,TV (New),Nippon Animation,spring,1986.0,1986-04-25 00:00:00,Other,32.0,6.47,1495.0
Wonder Beat Scramble,4083,TV (New),Mushi Production,spring,1986.0,1986-04-16 00:00:00,-,26.0,6.5,855.0
Go-Q-Choji Ikkiman,3433,TV (New),Toei Animation,spring,1986.0,1986-04-13 00:00:00,Manga,32.0,6.4,687.0
Dragon Ball,223,TV (Continuing),Toei Animation,spring,1986.0,1986-02-26 19:00:00,Manga,153.0,7.98,768651.0
Hokuto no Ken,967,TV (Continuing),Toei Animation,spring,1986.0,1984-10-04 19:00:00,Manga,109.0,7.98,101893.0
Touch,1065,TV (Continuing),"Gallop, Group TAC, Studio Junio",spring,1986.0,1985-03-24 19:00:00,Manga,101.0,8.02,27856.0
Kinnikuman,3272,TV (Continuing),Toei Animation,spring,1986.0,1983-04-03 00:00:00,Manga,137.0,7.21,8788.0
Ninja Hattori-kun,4936,TV (Continuing),Shin-Ei Animation,spring,1986.0,1981-09-28 00:00:00,Manga,694.0,6.83,7120.0
Sazae-san,2406,TV (Continuing),Eiken,spring,1986.0,1969-10-05 18:30:00,4-koma manga,0.0,6.1,5762.0
Aoki Ryuusei SPT Layzner,3079,TV (Continuing),Sunrise,spring,1986.0,1985-10-03 17:30:00,Original,38.0,6.95,5051.0
Ai Shoujo Pollyanna Story,2554,TV (Continuing),Nippon Animation,spring,1986.0,1986-01-05 19:30:00,Novel,51.0,6.94,4376.0
Ninja Senshi Tobikage,3059,TV (Continuing),Studio Pierrot,spring,1986.0,1985-10-06 00:00:00,Original,43.0,6.97,3504.0
High School! Kimengumi,714,TV (Continuing),          -,spring,1986.0,1985-10-20 00:00:00,Manga,86.0,7.26,2870.0
Maple Town Monogatari,2223,TV (Continuing),Toei Animation,spring,1986.0,1986-01-19 08:30:00,-,52.0,6.79,2021.0
Musashi no Ken,4062,TV (Continuing),Eiken,spring,1986.0,1985-04-18 00:00:00,Manga,72.0,7.13,1966.0
Gegege no Kitarou (1985),7307,TV (Continuing),Toei Animation,spring,1986.0,1985-10-12 00:00:00,Manga,108.0,6.56,1816.0
Manga Nippon Mukashibanashi (1976),6277,TV (Continuing),Group TAC,spring,1986.0,1976-01-07 00:00:00,-,1471.0,5.99,1121.0
Uchuusen Sagittarius,3317,TV (Continuing),Nippon Animation,spring,1986.0,1986-01-10 19:30:00,Picture book,77.0,6.73,993.0
Dotanba no Manners,20077,TV (Continuing),Eiken,spring,1986.0,1984-10-03 00:00:00,-,283.0,0.0,280.0
Soukihei MD Geist,1285,OVA,Zero-G Room,spring,1986.0,1986-05-21 00:00:00,Original,1.0,5.32,13229.0
Violence Jack: Harlem Bomber-hen,1341,OVA,"D.A.S.T., Production Reed, Studio 88",spring,1986.0,1986-06-05 00:00:00,Manga,1.0,5.22,9606.0
The Choujo,3787,OVA,Studio Pierrot,spring,1986.0,1986-06-05 00:00:00,Manga,1.0,5.98,3049.0
Transformers: Scramble City,6800,OVA,Toei Animation,spring,1986.0,,-,1.0,5.81,1551.0
Choujuu Kishin Dancougar: Ushinawareta Mono-tachi e no Requiem,2256,OVA,Production Reed,spring,1986.0,1986-04-21 00:00:00,-,1.0,6.25,1262.0
Bari Bari Densetsu,5002,OVA,Studio Pierrot,spring,1986.0,1986-05-10 00:00:00,Manga,2.0,6.39,992.0
Pelican Road Club Caroucha,8324,OVA,Studio World,spring,1986.0,1986-06-21 00:00:00,Manga,1.0,5.8,492.0
Mahou no Star Magical Emi: Finale! Finale!,33358,OVA,Studio Pierrot,spring,1986.0,1986-05-25 00:00:00,Original,1.0,0.0,407.0
Go Go Toraemon,23245,OVA,Studio Pierrot,spring,1986.0,1986-04-25 00:00:00,Manga,1.0,0.0,215.0
Project A-Ko,212,Movie,APPP,spring,1986.0,1986-06-21 00:00:00,Original,1.0,6.85,14822.0
Hadashi no Gen 2,1825,Movie,Madhouse,spring,1986.0,1986-06-14 00:00:00,Manga,1.0,7.36,9491.0
Touch: Sebangou no Nai Ace,2491,Movie,Group TAC,spring,1986.0,1986-04-12 00:00:00,-,1.0,6.78,1956.0
Sango Shou Densetsu: Aoi Umi no Elfie,5014,Movie,Nippon Animation,spring,1986.0,1986-05-19 00:00:00,-,1.0,6.62,1359.0
Tabidachi: Ami Shuushou,5640,Movie,          -,spring,1986.0,1986-06-21 00:00:00,-,1.0,5.68,1003.0
Tansui,40237,Movie,          -,spring,1986.0,,Original,1.0,0.0,181.0
Niji no Kanata e! Shoujo Diana Monogatari,12165,Special,          -,spring,1986.0,1986-05-01 00:00:00,-,1.0,0.0,338.0
Machine Robo: Cronos no Dai Gyakushuu,3676,TV (New),Production Reed,summer,1986.0,1986-07-03 00:00:00,Original,47.0,6.27,1434.0
Dragon Ball,223,TV (Continuing),Toei Animation,summer,1986.0,1986-02-26 19:00:00,Manga,153.0,7.98,768651.0
Hokuto no Ken,967,TV (Continuing),Toei Animation,summer,1986.0,1984-10-04 19:00:00,Manga,109.0,7.98,101893.0
Maison Ikkoku,1453,TV (Continuing),Studio Deen,summer,1986.0,1986-03-26 19:30:00,Manga,96.0,8.19,52561.0
Mobile Suit Gundam ZZ,86,TV (Continuing),Sunrise,summer,1986.0,1986-03-01 17:30:00,Original,47.0,6.66,31465.0
Touch,1065,TV (Continuing),"Gallop, Group TAC, Studio Junio",summer,1986.0,1985-03-24 19:00:00,Manga,101.0,8.02,27856.0
Ginga Nagareboshi Gin,589,TV (Continuing),Toei Animation,summer,1986.0,1986-04-07 00:00:00,Manga,21.0,8.04,21672.0
Kinnikuman,3272,TV (Continuing),Toei Animation,summer,1986.0,1983-04-03 00:00:00,Manga,137.0,7.21,8788.0
Ninja Hattori-kun,4936,TV (Continuing),Shin-Ei Animation,summer,1986.0,1981-09-28 00:00:00,Manga,694.0,6.83,7120.0
Sazae-san,2406,TV (Continuing),Eiken,summer,1986.0,1969-10-05 18:30:00,4-koma manga,0.0,6.1,5767.0
Ai Shoujo Pollyanna Story,2554,TV (Continuing),Nippon Animation,summer,1986.0,1986-01-05 19:30:00,Novel,51.0,6.94,4376.0
Hikari no Densetsu,2224,TV (Continuing),Tatsunoko Production,summer,1986.0,1986-05-03 00:00:00,Manga,19.0,6.57,4016.0
High School! Kimengumi,714,TV (Continuing),          -,summer,1986.0,1985-10-20 00:00:00,Manga,86.0,7.26,2870.0
Maple Town Monogatari,2223,TV (Continuing),Toei Animation,summer,1986.0,1986-01-19 08:30:00,-,52.0,6.79,2021.0
Musashi no Ken,4062,TV (Continuing),Eiken,summer,1986.0,1985-04-18 00:00:00,Manga,72.0,7.13,1966.0
Gegege no Kitarou (1985),7307,TV (Continuing),Toei Animation,summer,1986.0,1985-10-12 00:00:00,Manga,108.0,6.56,1816.0
Seishun Anime Zenshuu,4723,TV (Continuing),Nippon Animation,summer,1986.0,1986-04-25 00:00:00,Other,32.0,6.47,1495.0
Manga Nippon Mukashibanashi (1976),6277,TV (Continuing),Group TAC,summer,1986.0,1976-01-07 00:00:00,-,1471.0,5.99,1121.0
Uchuusen Sagittarius,3317,TV (Continuing),Nippon Animation,summer,1986.0,1986-01-10 19:30:00,Picture book,77.0,6.73,993.0
Wonder Beat Scramble,4083,TV (Continuing),Mushi Production,summer,1986.0,1986-04-16 00:00:00,-,26.0,6.5,855.0
Go-Q-Choji Ikkiman,3433,TV (Continuing),Toei Animation,summer,1986.0,1986-04-13 00:00:00,Manga,32.0,6.4,687.0
Dotanba no Manners,20077,TV (Continuing),Eiken,summer,1986.0,1984-10-03 00:00:00,-,283.0,0.0,280.0
Call Me Tonight,2147,OVA,AIC,summer,1986.0,1986-07-28 00:00:00,Original,1.0,5.28,7859.0
Amon Saga,2249,OVA,Toei Animation,summer,1986.0,1986-07-19 00:00:00,Original,1.0,5.47,4607.0
